title,url,image,price,old_price,discount_amount_uah,rating,reviews_count,availability,badges,brand,discount_percent
"Вино Martin Codax Mara Martin Godello DO Monterrei, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-martin-codax-mara-martin-godello-do-monterrei-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/9b/51/8d/9b518d87faeb09312b3ce360d5a97759.jpg,575,698,123,5,1,В наявності,,Вино,18
"Вино Chateau des Leotins Bordeaux Rose, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-des-leotins-bordeaux-rose-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/9e/db/c8/9edbc8af4ef99597033bcbfe99fb60e8.jpg,374,,,,,В наявності,,Вино,
"Вино Marquis De La Coronne Cotes Du Rhone AOP, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-marquis-de-la-coronne-cotes-du-rhone-aop-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/c8/ab/e0/c8abe0f36da8e16299ed230cee0bf502.jpg,464,,,,,В наявності,,Вино,
"Вино Phare Du Ferret Atlantique, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-phare-du-ferret-atlantique-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/58/de/bc/58debcc9d36874c64c1f1696cc405463.jpg,439,,,,,В наявності,,Вино,
"Вино Chateau Pierron Bordeaux AOP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-pierron-bordeaux-aop-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/59/4d/90/594d90fa-bfef-4a1c-9ab0-5e00f45a1b2a.jpg,374,,,,,В наявності,,Вино,
"Вино Miss T Gris Var IGP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-miss-t-gris-var-igp-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/e0/a7/a9/e0a7a986cccb2828675493b01f452dd9.jpg,489,,,,,В наявності,,Вино,
"Вино Domaine Lasserre Chardonnay Coteaux De Beziers IGP, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-domaine-lasserre-chardonnay-coteaux-de-beziers-igp-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ac/5b/93/ac5b930b9ec3f07724f19b3fa211a36d.jpg,444,,,,,В наявності,,Вино,
"Вино Vins de Pierre Richard Le Demon De l'Eveque Blanc Corbiéres, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-vins-de-pierre-richard-le-demon-de-leveque-blanc-corbires-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/91/c3/18/91c3182690a354e48bc1458fa0d99b47.jpg,799,1117,318,,,В наявності,,Вино,28
"Вино Chateau Fond De L'ile Bordeaux, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-fond-de-lile-bordeaux-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/be/40/59/be405993cf1036e99c430d58a6a70b38.jpg,384,,,,,В наявності,,Вино,
"Вино Bouquet Du Comtat Aop Cotes Du Rhone червоне сухе 0,75 л",https://maudau.com.ua/product/vyno-bouquet-du-comtat-aop-cotes-du-rhone-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/7f/90/4e/7f904e211e5b283a9b541c60869f64e4.jpg,479,,,,,В наявності,,Вино,
"Вино Tour Des Pins Terre de Garrigue Pays D'oc IGP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-tour-des-pins-terre-de-garrigue-pays-doc-igp-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/93/56/a5/9356a54cc713b95f654a13b830c24761.jpg,389,,,,,В наявності,,Вино,
"Вино Tussock Jumper Zinfandel, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-tussock-jumper-zinfandel-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/ee/fe/2c/eefe2cdc-2788-47eb-b531-97f5b90de02c,569,845,276,,,В наявності,,Вино,33
"Вино Jolie Terre Mediterranee IGP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-jolie-terre-mediterranee-igp-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/8e/07/e2/8e07e20498d558744ccc73790cebaa85.jpg,484,,,,,В наявності,,Вино,
"Вино Plein Soleil Bordeaux AOP, рожеве, сухе, 0,75 л",https://maudau.com.ua/product/vyno-plein-soleil-bordeaux-aop-rozheve-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/c8/1e/10/c81e106734cd84f0c705b482fbb26484.jpg,389,,,,,В наявності,,Вино,
"Вино Villa Dria Cabernet Rouge Cotes De Gascogne IGP, червоне, сухе, 0,75 л",https://maudau.com.ua/product/vyno-villa-dria-cabernet-rouge-cotes-de-gascogne-igp-chervone-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/93/78/37/937837c4a3b6f3f735b9d73172c4d92c.jpg,489,,,,,В наявності,,Вино,
"Вино Chateau Ordonnat Bordeaux AOP, біле, сухе, 0,75 л",https://maudau.com.ua/product/vyno-chateau-ordonnat-bordeaux-aop-bile-sukhe-075-l,https://image.maudau.com.ua/webp/size/lg/products/f9/d6/6f/f9d66f79c6cfbf9781570398776e55ad.jpg,364,,,,,В наявності,,Вино,
