title,brand,price,old_price,discount_percent,rating,reviews_count,availability,url,image,badges
Антивіковий нічний крем для шкіри обличчя L'Oreal Paris Вік Експерт 45+ ліфтинг-догляд проти зморшок 50 мл (3600524033231),Антивіковий,227,320,29,4.8,71,Невідомо,https://rozetka.com.ua/ua/loreal_3600522548072/p2215187/,https://content.rozetka.com.ua/goods/images/big_tile/437887835.jpg,АКЦІЯ
Сироватка з ретинолом CeraVe для вирівнювання текстури шкіри обличчя та зменшення слідів недосконалостей 30 мл (3337875829007),Сироватка,799,872,8,4.9,60,Невідомо,https://rozetka.com.ua/ua/cerave-3337875829007/p354772482/,https://content1.rozetka.com.ua/goods/images/big_tile/482362061.jpg,−8%
Живильний крем Mixa Extreme Nutrition для дуже сухої шкіри обличчя 50 мл (3600550932768),Живильний,245,358,32,4.5,43,Невідомо,https://rozetka.com.ua/ua/mixa_3600550932768/p19138238/,https://content.rozetka.com.ua/goods/images/big_tile/528696635.jpg,−32%
Увлажняющий крем з колагеном Enough Collagen Moisture Essential Cream 50ml,Увлажняющий,239,,,4.7,6,Невідомо,https://rozetka.com.ua/ua/435208037/p435208037/,https://content1.rozetka.com.ua/goods/images/big_tile/514502785.jpg,
Дерматологічний засіб La Roche Posay Гіалу Б5 для корекції зморщок і відновлення пружності шкіри навколо очей 15 мл (3337875613668),Дерматологічний,999,1095,9,4.7,43,Невідомо,https://rozetka.com.ua/ua/la_roche_posay_3337875613668/p137232787/,https://content2.rozetka.com.ua/goods/images/big_tile/482337088.jpg,−9%
Гіалуроновий алое-гель для вмивання Garnier Skin Naturals 200 мл (3600542551427),Гіалуроновий,221,255,13,4.8,68,Невідомо,https://rozetka.com.ua/ua/garnier_3600542328760/p198933595/,https://content1.rozetka.com.ua/goods/images/big_tile/563761344.jpg,−13%
Tretinoin gel USP 0.025% A-Ret третиноїн гель від прищів та зморшок Menarini 20г (24053211),Tretinoin,275,320,14,5.0,12,Невідомо,https://rozetka.com.ua/ua/368341746/p368341746/,https://content2.rozetka.com.ua/goods/images/big_tile/315296678.jpg,−14%
Денний мультизахисний ліфтинг-крем BABE Laboratorios Healthy Aging з DMAE SPF 30 50 мл (8436571630797),Денний,1279,,,4.3,16,Невідомо,https://rozetka.com.ua/ua/babe_laboratorios_8436571630797/p243623971/,https://content2.rozetka.com.ua/goods/images/big_tile/30256526.jpg,
Матувальний зволожувальний крем CeraVe для комбінованої та жирної шкіри обличчя 52 мл (3337875904513),Матувальний,665,752,12,5.0,4,Невідомо,https://rozetka.com.ua/ua/cerave-3337875904513/p444051245/,https://content.rozetka.com.ua/goods/images/big_tile/482234440.jpg,АКЦІЯ
Сироватка SKIN1004 Madagascar Centella Ampoule з мадагаскарською центеллою 100 мл (8809576260663),Сироватка,948,1140,17,5.0,6,Невідомо,https://rozetka.com.ua/ua/skin1004-8809576260663/p411886680/,https://content.rozetka.com.ua/goods/images/big_tile/444422429.jpg,−17%
Нічний крем L'Oreal Paris Revitalift Лазер проти зморщок та для покращення тону шкіри обличчя з ретинолом та нікотинамідом 50 мл (3600524025670),Нічний,649,915,29,4.0,22,Готово до відправки,https://rozetka.com.ua/ua/loreal-paris-3600524025670/p336751042/,https://content1.rozetka.com.ua/goods/images/big_tile/343661444.jpg,АКЦІЯ
Кислотний пілінг для обличчя RE.CARE Exfoliating Face peeling 30 мл (4823109410077),Кислотний,143,173,17,4.7,49,Невідомо,https://rozetka.com.ua/ua/recare-4823109410077/p447885581/,https://content.rozetka.com.ua/goods/images/big_tile/466849885.jpg,ТОП ПРОДАЖІВ
Пінка для вмивання Dr.Sante Cucumber Balance Control 150 мл (4823015917400),Пінка,75,109,31,4.8,76,Невідомо,https://rozetka.com.ua/ua/dr_sante_4823015917400/p40255688/,https://content1.rozetka.com.ua/goods/images/big_tile/362459988.jpg,ТОП ПРОДАЖІВ
Міцелярний лосьйон Bioderma Sensibio 250 мл (3701129812068),Міцелярний,445,534,17,4.6,49,Невідомо,https://rozetka.com.ua/ua/bioderma_3401575390447/p68833305/,https://content.rozetka.com.ua/goods/images/big_tile/623261588.jpg,ТОП ПРОДАЖІВ
Антивіковий крем Medi Peel Peptide 9 Volume & Tension Tox Cream Pro з матриксилом від зморшок 50 мл,Антивіковий,644,785,18,4.7,17,Є в наявності,https://rozetka.com.ua/ua/409009923/p409009923/,https://content1.rozetka.com.ua/goods/images/big_tile/536746744.jpg,−18%
Крем для інтенсивного живлення та зволоження шкіри Rejuran Nutritive Cream 50 мл,Крем,1695,,,5.0,12,Є в наявності,https://rozetka.com.ua/ua/509290434/p509290434/,https://content1.rozetka.com.ua/goods/images/big_tile/548272223.webp,
Зміцнюючий нічний крем для чутливої та куперозної шкіри Smart4Derma Redness Correct CALM RELAXING CREAM OVERNIGHT STRENGTHEN 50мл,Зміцнюючий,485,600,19,4.9,15,Є в наявності,https://rozetka.com.ua/ua/389019027/p389019027/,https://content.rozetka.com.ua/goods/images/big_tile/353733626.jpg,
Зволожуючий бар'єрний крем Purito Dermide Relief Barrier Moisturizer 100 мл,Зволожуючий,799,899,11,5.0,11,Невідомо,https://rozetka.com.ua/ua/348064632/p348064632/,https://content.rozetka.com.ua/goods/images/big_tile/623394201.jpg,−11%
Відновлювальний зволожувальний нічний крем Vichy Mineral 89 для всіх типів шкіри з чистим мелатоніном 50 мл (3337875916998),Відновлювальний,1099,,,4.4,10,Невідомо,https://rozetka.com.ua/ua/vichy-3337875916998/p490019724/,https://content.rozetka.com.ua/goods/images/big_tile/524704720.jpg,АКЦІЯ
Тонік для обличчя Hollyskin Hyaluronic Acid Skin Toner 250 мл (4823109700161),Тонік,196,212,8,4.8,20,Невідомо,https://rozetka.com.ua/ua/hollyskin_4823109700161/p226330615/,https://content.rozetka.com.ua/goods/images/big_tile/418707766.jpg,ТОП ПРОДАЖІВ
Ліфтинг-крем MEDI-PEEL Bor-Tox Peptide Cream 50 г (8809409347455),Ліфтинг-крем,698,1079,35,4.5,5,Є в наявності,https://rozetka.com.ua/ua/medi-peel-8809409347455/p405130677/,https://content2.rozetka.com.ua/goods/images/big_tile/462484797.jpg,−35%
Крем омолоджувальний для обличчя з пептидами Medi-Peel Peptide 9 Volume Tox Cream Pro 50 ml,Крем,580,680,15,4.8,21,Є в наявності,https://rozetka.com.ua/ua/489513334/p489513334/,https://content2.rozetka.com.ua/goods/images/big_tile/524066503.jpg,−15%
Гель Bioderma Sebium Очисний 200 мл (3401578653709),Гель,475,565,16,4.7,50,Готово до відправки,https://rozetka.com.ua/ua/bioderma_3401578653709/p68840697/,https://content.rozetka.com.ua/goods/images/big_tile/186920186.jpg,−16%
Денний зволожувальний крем CeraVe для нормальної та сухої шкіри обличчя із SPF50 52 мл (3337875814652),Денний,645,683,6,5.0,10,Готово до відправки,https://rozetka.com.ua/ua/cerave-3337875814652/p426721314/,https://content.rozetka.com.ua/goods/images/big_tile/482234423.jpg,АКЦІЯ
Крем під очі Sane від темних кіл та набряків з кофеїном 10 мл (679968136805/4820266830144),Крем,153,199,23,4.2,51,Готово до відправки,https://rozetka.com.ua/ua/sane_679968136805/p257778851/,https://content2.rozetka.com.ua/goods/images/big_tile/503204023.jpg,
Очисна пінка для вмивання Hollyskin Hyaluronic Acid Foaming Facial Cleanser 150 мл (4823109700215),Очисна,232,292,21,5.0,6,Готово до відправки,https://rozetka.com.ua/ua/hollyskin_4823109700215/p226330651/,https://content1.rozetka.com.ua/goods/images/big_tile/26303293.jpg,
"Третиноїн гель від прищів 0,05% (Tretinoin gel USP 0.05 A-Ret) Menarini 20г Індія (240520303)",Третиноїн,300,340,12,4.9,14,Невідомо,https://rozetka.com.ua/ua/275186808/p275186808/,https://content2.rozetka.com.ua/goods/images/big_tile/234494888.jpg,−12%
Антивіковий крем Vichy Liftactiv Specialist Collagen для корекції ознак старіння шкіри зони навколо очей 15 мл (3337875873048),Антивіковий,1311,,,4.7,11,Невідомо,https://rozetka.com.ua/ua/vichy-3337875873048/p416838195/,https://content2.rozetka.com.ua/goods/images/big_tile/482339137.jpg,АКЦІЯ
Зміцнюючий крем Mixa Ceramide Protect з Керамідами для дуже сухої шкіри 400 мл (3600551135939),Зміцнюючий,350,395,11,5.0,8,Готово до відправки,https://rozetka.com.ua/ua/mixa-3600551135939/p420263499/,https://content1.rozetka.com.ua/goods/images/big_tile/528705782.jpg,−11%
Ультраконцентрована сироватка з ефектом пілінгу La Roche-Posay Effaclar з комплексом трьох кислот для жирної проблемної шкіри 30 мл (3337875722827),Ультраконцентрована,1299,1416,8,4.7,38,Готово до відправки,https://rozetka.com.ua/ua/la_roche_posay_3337875722827/p246212779/,https://content1.rozetka.com.ua/goods/images/big_tile/482363055.jpg,−8%
Денний крем для обличчя Biotrade Pure Skin Ревіталізувальний проти перших ознак старіння з SPF 50 50 мл (3800221841539),Денний,1250,,,4.8,18,Готово до відправки,https://rozetka.com.ua/ua/biotrade_3800221841539/p284746778/,https://content.rozetka.com.ua/goods/images/big_tile/165925764.jpg,
Нічний зволожувальний крем CeraVe для нормальної та сухої шкіри обличчя 52 мл (3337875597449),Нічний,645,682,5,4.5,22,Готово до відправки,https://rozetka.com.ua/ua/cerave_3337875597449/p270185776/,https://content2.rozetka.com.ua/goods/images/big_tile/482234410.jpg,АКЦІЯ
"Зволожуючий гель Garnier Pure Active для інтенсивного очищення шкіри обличчя, схильної до недоліків 250 мл (3600542488068)",Зволожуючий,231,275,16,5.0,13,Готово до відправки,https://rozetka.com.ua/ua/garnier_3600542488068/p381009783/,https://content.rozetka.com.ua/goods/images/big_tile/338888137.jpg,−16%
Крем L'Oreal Paris Revitalift Лазер Х3 Регенеруючий глибокий догляд 50 мл (3600522895114),Крем,611,815,25,3.8,28,Невідомо,https://rozetka.com.ua/ua/loreal_3600523042180/p9182632/,https://content2.rozetka.com.ua/goods/images/big_tile/350875374.jpg,АКЦІЯ
Міцелярний гель BABE Laboratorios для всіх типів шкіри 240 мл (8437011329882),Міцелярний,550,,,4.9,16,Невідомо,https://rozetka.com.ua/ua/babe_laboratorios_8437011329882/p3309040/,https://content2.rozetka.com.ua/goods/images/big_tile/533564230.jpg,
Крем L'Oreal Paris Revitalift Laser для миттєвого маскування мішків під очима 15 мл (3600524186234),Крем,725,815,11,,1,Невідомо,https://rozetka.com.ua/ua/loreal-paris-3600524186234/p529556659/,https://content1.rozetka.com.ua/goods/images/big_tile/578043029.jpg,АКЦІЯ
Міцелярна пінка La Roche-Posay для очищення чутливої шкіри 150 мл (3337872413148),Міцелярна,612,676,9,4.9,30,Невідомо,https://rozetka.com.ua/ua/la_roche_posay_3337872413148/p49110278/,https://content2.rozetka.com.ua/goods/images/big_tile/482359210.jpg,−9%
Сироватка для шкіри навколо очей Axis-Y Vegan Collagen Eye Serum з колагеном 10 мл,Сироватка,579,690,16,3.0,2,Невідомо,https://rozetka.com.ua/ua/497816559/p497816559/,https://content2.rozetka.com.ua/goods/images/big_tile/588329734.jpg,ТОП ПРОДАЖІВ
Лосьйон La Roche-Posay Effaclar для очищення і звуження пор 200 мл (3433422408159),Лосьйон,599,635,6,4.7,51,Невідомо,https://rozetka.com.ua/ua/la_roche_posay_3433422408159/p48928790/,https://content.rozetka.com.ua/goods/images/big_tile/482373269.jpg,ТОП ПРОДАЖІВ
Щоденний гель-бустер Vichy для зміцнення захисного бар'єру і зволоження шкіри обличчя 50 мл (3337875543248),Щоденний,999,1049,5,4.4,35,Невідомо,https://rozetka.com.ua/ua/vichy_3337875543248/p48473318/,https://content2.rozetka.com.ua/goods/images/big_tile/482339091.jpg,АКЦІЯ
Нічний антивіковий крем-догляд Vichy Liftactiv Collagen Specialist Night Cream з ефектом корекції зморщок додання пружності та відновлення сяйва 50 мл (3337875722520),Нічний,1525,1668,9,4.2,15,Невідомо,https://rozetka.com.ua/ua/vichy_3337875722520/p272097961/,https://content.rozetka.com.ua/goods/images/big_tile/482342021.jpg,АКЦІЯ
Пінка L’Oreal Paris Skin Expert Ревіталіфт Клінікал Вітамін С для очищення шкіри обличчя 150 мл (3600524076061),Пінка,243,340,29,4.7,12,Невідомо,https://rozetka.com.ua/ua/loreal-professionnel-paris-3600524076061/p385347966/,https://content2.rozetka.com.ua/goods/images/big_tile/423924508.jpg,АКЦІЯ
Ензимна пудра SANE для всіх типів шкіри 50 г (4820266832346),Ензимна,159,199,20,5.0,1,Невідомо,https://rozetka.com.ua/ua/sane-4820266832346/p542454270/,https://content2.rozetka.com.ua/goods/images/big_tile/593090368.jpg,
Крем інтенсивної дії La Roche-Posay Hyalu B5 Suractivated Cream SPF30 Розгладження та відновлення пружності чутливої шкіри 50 мл (3337875920667),Крем,1428,1520,6,,,Невідомо,https://rozetka.com.ua/ua/la-roche-posay-3337875920667/p546537903/,https://content.rozetka.com.ua/goods/images/big_tile/599081701.jpg,АКЦІЯ
Panoxyl Acne Foaming wash Acne 10% Пінка для вмивання від акне 28 г,Panoxyl,279,400,30,5.0,2,Невідомо,https://rozetka.com.ua/ua/471815849/p471815849/,https://content2.rozetka.com.ua/goods/images/big_tile/591901750.png,−30%
